,PDBname,affinity
12182,6fqu,5.66
12183,6hx5,5.66
12184,6iiw,5.66
12185,6jaw,5.66
12186,6m8c,5.66
12187,6n87,5.66
12188,6pi6,5.66
12189,6s7z,5.66
12190,4nal,5.66
12191,4xek,5.66
12192,5c28,5.66
12193,5g3m,5.66
12194,6fi4,5.66
12195,1hq5,5.65
12196,3sn8,5.65
12197,4ezy,5.65
12198,4iuu,5.65
12199,4qz7,5.65
12200,4zsq,5.65
12201,5adt,5.65
12202,5gv2,5.65
12203,5zoo,5.65
12204,6es0,5.65
12205,1f57,5.64
12206,1h1r,5.64
12207,1hk1,5.64
12208,1hte,5.64
12209,1lrt,5.64
12210,1qs4,5.64
12211,1y3v,5.64
12212,1y3y,5.64
12213,2gni,5.64
12214,2n1g,5.64
12215,2ojg,5.64
12216,2qlm,5.64
12217,2reg,5.64
12218,2x6k,5.64
12219,2xkd,5.64
12220,2xzc,5.64
12221,3arv,5.64
12222,3fv7,5.64
12223,3fwv,5.64
12224,3hv6,5.64
12225,3iw7,5.64
12226,3n86,5.64
12227,3p79,5.64
12228,3qzq,5.64
12229,3s8l,5.64
12230,4b11,5.64
12231,4deu,5.64
12232,4dmn,5.64
12233,4ft2,5.64
12234,4jin,5.64
12235,4l7b,5.64
12236,4mbp,5.64
12237,4zqt,5.64
12238,4zs0,5.64
12239,4zsj,5.64
12240,5adr,5.64
12241,5bqs,5.64
12242,5jin,5.64
12243,5l0h,5.64
12244,5y93,5.64
12245,6azk,5.64
12246,6c9p,5.64
12247,6ets,5.64
12248,6fdc,5.64
12249,6fmp,5.64
12250,6g4n,5.64
12251,6j0g,5.64
12252,6j0k,5.64
12253,6m89,5.64
12254,1hlf,5.64
12255,1z9g,5.64
12256,4nhy,5.64
12257,5c4l,5.64
12258,1vwl,5.63
12259,3bux,5.63
12260,3gy3,5.63
12261,3l1n,5.63
12262,3rf5,5.63
12263,5d0c,5.63
12264,5jq5,5.63
12265,1a08,5.62
12266,1aqi,5.62
12267,1cqp,5.62
12268,1fyr,5.62
12269,1uti,5.62
12270,2bmk,5.62
12271,2qnx,5.62
12272,2xk8,5.62
12273,2z5t,5.62
12274,3abu,5.62
12275,3btj,5.62
12276,3c6w,5.62
12277,3e3c,5.62
12278,3ip9,5.62
12279,3ldp,5.62
12280,3lpl,5.62
12281,3nes,5.62
12282,3twu,5.62
12283,3upy,5.62
12284,4ddy,5.62
12285,4dzy,5.62
12286,4f9g,5.62
12287,4htp,5.62
12288,4iid,5.62
12289,4j48,5.62
12290,4lng,5.62
12291,4mg6,5.62
12292,4my6,5.62
12293,4mzl,5.62
12294,4oz1,5.62
12295,4txe,5.62
12296,5e0h,5.62
12297,5icv,5.62
12298,5iz8,5.62
12299,5uv1,5.62
12300,5wgp,5.62
12301,6bh2,5.62
12302,6bic,5.62
12303,6c99,5.62
12304,6eq4,5.62
12305,6h29,5.62
12306,6j3o,5.62
12307,1ejn,5.62
12308,4dli,5.62
12309,3u5j,5.61
12310,5ll7,5.61
12311,6g1u,5.61
12312,6n3v,5.61
12313,6qs1,5.61
12314,1.00E+06,5.6
12315,1e1y,5.6
12316,1fwe,5.6
12317,1h27,5.6
12318,1kne,5.6
12319,1lev,5.6
12320,1o9d,5.6
12321,1vfn,5.6
12322,2bz8,5.6
12323,2f71,5.6
12324,2vxa,5.6
12325,2wca,5.6
12326,2wgs,5.6
12327,2yhw,5.6
12328,2yhy,5.6
12329,3bl1,5.6
12330,3cbp,5.6
12331,3e6y,5.6
12332,3fa3,5.6
12333,3lfs,5.6
12334,3qce,5.6
12335,3qcf,5.6
12336,3qps,5.6
12337,3u78,5.6
12338,3upz,5.6
12339,4btl,5.6
12340,4eqj,5.6
12341,4o77,5.6
12342,4os1,5.6
12343,4q6f,5.6
12344,4uiy,5.6
12345,4wz6,5.6
12346,4xsz,5.6
12347,4yad,5.6
12348,4zzy,5.6
12349,5boy,5.6
12350,5dj5,5.6
12351,5eje,5.6
12352,5ih6,5.6
12353,5khd,5.6
12354,5lhg,5.6
12355,5osk,5.6
12356,5toe,5.6
12357,6cdc,5.6
12358,6cse,5.6
12359,6h1d,5.6
12360,6qcj,5.6
12361,5a82,5.6
12362,5d6p,5.6
12363,1f4x,5.59
12364,1fo0,5.59
12365,1mfi,5.59
12366,1rtl,5.59
12367,2hmb,5.59
12368,2xkc,5.59
12369,2zlg,5.59
12370,3gxy,5.59
12371,3nzi,5.59
12372,3sha,5.59
12373,3udv,5.59
12374,4bqh,5.59
12375,4cwn,5.59
12376,4inr,5.59
12377,4kxm,5.59
12378,4tkb,5.59
12379,5afv,5.59
12380,5d2a,5.59
12381,5hkb,5.59
12382,5mgx,5.59
12383,5n9r,5.59
12384,5opr,5.59
12385,5ox5,5.59
12386,5wg9,5.59
12387,6esy,5.59
12388,6fnr,5.59
12389,6hys,5.59
12390,6q7v,5.59
12391,6t1o,5.59
12392,4tx6,5.59
12393,5t9w,5.59
12394,3su5,5.58
12395,4iur,5.58
12396,4tw8,5.58
12397,6agk,5.58
12398,3jup,5.58
12399,1cs4,5.57
12400,1jak,5.57
12401,1njd,5.57
12402,2f6j,5.57
12403,2fuu,5.57
12404,2nmx,5.57
12405,2np9,5.57
12406,2onb,5.57
12407,2qo1,5.57
12408,2z52,5.57
12409,3bex,5.57
12410,3coz,5.57
12411,3uxl,5.57
12412,3vtr,5.57
12413,4awf,5.57
12414,4bda,5.57
12415,4umj,5.57
12416,4xh6,5.57
12417,5all,5.57
12418,5d1n,5.57
12419,5em9,5.57
12420,5eto,5.57
12421,5oua,5.57
12422,5vzu,5.57
12423,5zyh,5.57
12424,6au5,5.57
12425,6ayh,5.57
12426,6chh,5.57
12427,6egw,5.57
12428,6faw,5.57
12429,6hy7,5.57
12430,6i12,5.57
12431,6j8q,5.57
12432,6nfo,5.57
12433,2lgf,5.57
12434,2jdn,5.56
12435,4esg,5.56
12436,4o3f,5.56
12437,5alj,5.56
12438,5gx7,5.56
12439,6ak6,5.56
12440,5lpm,5.56
12441,1njc,5.55
12442,1y3n,5.55
12443,2c2l,5.55
12444,2iuz,5.55
12445,2wyn,5.55
12446,3fkt,5.55
12447,3sdg,5.55
12448,3uzj,5.55
12449,4fri,5.55
12450,4kww,5.55
12451,4p5e,5.55
12452,4pqa,5.55
12453,4wbg,5.55
12454,5gja,5.55
12455,5jy0,5.55
12456,5l2n,5.55
12457,5vcx,5.55
12458,5vd3,5.55
12459,6bs4,5.55
12460,6dlj,5.55
12461,6eil,5.55
12462,6fvo,5.55
12463,6hgv,5.55
12464,6hvw,5.55
12465,6n7z,5.55
12466,6ouv,5.55
12467,6qyk,5.55
12468,1g3d,5.55
12469,4ie6,5.55
12470,4tk0,5.55
12471,1bio,5.54
12472,1bjv,5.54
12473,1h26,5.54
12474,1ha2,5.54
12475,1kdw,5.54
12476,1oiq,5.54
12477,1r5w,5.54
12478,2c9b,5.54
12479,2idk,5.54
12480,2nq7,5.54
12481,2olb,5.54
12482,2y7i,5.54
12483,3bxf,5.54
12484,3f07,5.54
12485,3ggw,5.54
12486,3iqq,5.54
12487,3jyr,5.54
12488,3r8v,5.54
12489,3ubd,5.54
12490,3v78,5.54
12491,4ba3,5.54
12492,4dtt,5.54
12493,4hkk,5.54
12494,4nxu,5.54
12495,4o0t,5.54
12496,4qij,5.54
12497,4r4c,5.54
12498,5a4q,5.54
12499,5a81,5.54
12500,5azg,5.54
12501,5eds,5.54
12502,5lgn,5.54
12503,5n8j,5.54
12504,6bid,5.54
12505,6boe,5.54
12506,6ew7,5.54
12507,3daj,5.54
12508,4fmo,5.53
12509,4qz6,5.53
12510,4u5j,5.53
12511,5dus,5.53
12512,6bw3,5.53
12513,6esm,5.53
12514,6f4w,5.53
12515,1szm,5.53
12516,1a8i,5.52
12517,1kc7,5.52
12518,1lox,5.52
12519,1oe7,5.52
12520,1oe8,5.52
12521,1pyg,5.52
12522,1tl9,5.52
12523,1xxi,5.52
12524,1ydr,5.52
12525,2cht,5.52
12526,2ez5,5.52
12527,2ga2,5.52
12528,2gcd,5.52
12529,2hwi,5.52
12530,2l8j,5.52
12531,2vnf,5.52
12532,2ydt,5.52
12533,3cgo,5.52
12534,3eys,5.52
12535,3hqr,5.52
12536,3hzm,5.52
12537,3i97,5.52
12538,3iog,5.52
12539,3t6y,5.52
12540,3tws,5.52
12541,3v0l,5.52
12542,4en4,5.52
12543,4j5c,5.52
12544,4pnl,5.52
12545,4qqi,5.52
12546,4yvz,5.52
12547,5f08,5.52
12548,5ixf,5.52
12549,5j1x,5.52
12550,5juz,5.52
12551,5mrp,5.52
12552,5nn6,5.52
12553,5v5e,5.52
12554,5w1w,5.52
12555,5wqj,5.52
12556,5wrs,5.52
12557,5yia,5.52
12558,5yun,5.52
12559,5yzc,5.52
12560,5zma,5.52
12561,6dgl,5.52
12562,6dzy,5.52
12563,6exm,5.52
12564,6fi5,5.52
12565,6fne,5.52
12566,6oxl,5.52
12567,6q30,5.52
12568,6qfg,5.52
12569,7gpb,5.52
12570,2gz8,5.52
12571,4de3,5.52
12572,4h2o,5.52
12573,1b2i,5.51
12574,1ggn,5.51
12575,1t08,5.51
12576,1xh3,5.51
12577,2gc8,5.51
12578,2uym,5.51
12579,2wqp,5.51
12580,3cn0,5.51
12581,3da9,5.51
12582,3kgt,5.51
12583,3qtq,5.51
12584,3qts,5.51
12585,3u51,5.51
12586,4i9c,5.51
12587,4k55,5.51
12588,4qwu,5.51
12589,4qxo,5.51
12590,4qz3,5.51
12591,4wz5,5.51
12592,4zba,5.51
12593,4zgk,5.51
12594,5cks,5.51
12595,5h8x,5.51
12596,5iza,5.51
12597,5lpk,5.51
12598,5zu0,5.51
12599,5zzw,5.51
12600,6dgq,5.51
12601,6ewe,5.51
12602,6gfz,5.51
12603,6hs4,5.51
12604,3vgc,5.51
12605,5oa6,5.51
12606,2ajb,5.5
12607,2y58,5.5
12608,3c1n,5.5
12609,3lfn,5.5
12610,3tza,5.5
12611,4nni,5.5
12612,4rt0,5.5
12613,4ura,5.5
12614,6bw4,5.5
12615,6gr7,5.5
12616,6hm6,5.5
12617,6hpg,5.5
12618,6hs0,5.5
12619,6s0e,5.5
12620,1pot,5.49
12621,1pyn,5.49
12622,1tys,5.49
12623,2h4k,5.49
12624,2ioa,5.49
12625,2qtr,5.49
12626,2r3y,5.49
12627,2uy5,5.49
12628,3bmq,5.49
12629,3bvb,5.49
12630,3ga5,5.49
12631,3h0b,5.49
12632,3hmp,5.49
12633,3i73,5.49
12634,3mvj,5.49
12635,3sgx,5.49
12636,3t3g,5.49
12637,3tz4,5.49
12638,4f6s,5.49
12639,4knx,5.49
12640,4lv3,5.49
12641,4tq3,5.49
12642,4u7v,5.49
12643,4uvb,5.49
12644,4w9f,5.49
12645,4zs2,5.49
12646,5avf,5.49
12647,5tg2,5.49
12648,5tq1,5.49
12649,5w6u,5.49
12650,5xzr,5.49
12651,6a5e,5.49
12652,6af9,5.49
12653,6afa,5.49
12654,6cen,5.49
12655,6f29,5.49
12656,6g91,5.49
12657,1uef,5.49
12658,2o0u,5.49
12659,1g85,5.48
12660,1uh1,5.48
12661,2cbv,5.48
12662,2co0,5.48
12663,2nww,5.48
12664,2qic,5.48
12665,2qyk,5.48
12666,2wxd,5.48
12667,2zkj,5.48
12668,3bxe,5.48
12669,3d2r,5.48
12670,3iw6,5.48
12671,3m58,5.48
12672,3qch,5.48
12673,3vp1,5.48
12674,3zdv,5.48
12675,4c5w,5.48
12676,4d2r,5.48
12677,4ie4,5.48
12678,4ifi,5.48
12679,4jfm,5.48
12680,4kp8,5.48
12681,4n7h,5.48
12682,4oq6,5.48
12683,4pf5,5.48
12684,4qfg,5.48
12685,4tmf,5.48
12686,4uc5,5.48
12687,4x8p,5.48
12688,4y6r,5.48
12689,4ycu,5.48
12690,5alx,5.48
12691,5aqz,5.48
12692,5hrw,5.48
12693,5ii1,5.48
12694,5iv4,5.48
12695,5jnc,5.48
12696,5lkr,5.48
12697,5mav,5.48
12698,5vwk,5.48
12699,5xvw,5.48
12700,5yib,5.48
12701,6dd0,5.48
12702,6fgc,5.48
12703,6grp,5.48
12704,1g7f,5.47
12705,1gi1,5.47
12706,1nlo,5.47
12707,1o2s,5.47
12708,1xh5,5.47
12709,2hf8,5.47
12710,2hz4,5.47
12711,2r0z,5.47
12712,2xde,5.47
12713,2y7p,5.47
12714,3pd2,5.47
12715,3t3y,5.47
12716,4j77,5.47
12717,4jmu,5.47
12718,4n6g,5.47
12719,4n7m,5.47
12720,4qb3,5.47
12721,4rrq,5.47
12722,4x3e,5.47
12723,4xcb,5.47
12724,5fb0,5.47
12725,5gu4,5.47
12726,5nn5,5.47
12727,5o4s,5.47
12728,5u0f,5.47
12729,6c7w,5.47
12730,6dgo,5.47
12731,6gfm,5.47
12732,4n7j,5.47
12733,1anf,5.46
12734,1b4h,5.46
12735,1lv8,5.46
12736,1nnk,5.46
12737,1q65,5.46
12738,2cn8,5.46
12739,2fie,5.46
12740,2gg9,5.46
12741,3gbq,5.46
12742,3piz,5.46
12743,3s22,5.46
12744,4gw5,5.46
12745,4jft,5.46
12746,4kot,5.46
12747,4mvn,5.46
12748,4qz0,5.46
12749,4zly,5.46
12750,5dtw,5.46
12751,5mnr,5.46
12752,5nka,5.46
12753,5owa,5.46
12754,5txy,5.46
12755,5ty8,5.46
12756,5xag,5.46
12757,5ye7,5.46
12758,6ak4,5.46
12759,6dcy,5.46
12760,6dzx,5.46
12761,6ekq,5.46
12762,6t1n,5.46
12763,2iko,5.45
12764,3mi3,5.45
12765,3my1,5.45
12766,4mp2,5.45
12767,1a4q,5.44
12768,1dzp,5.44
12769,1h0a,5.44
12770,1ijr,5.44
12771,1syi,5.44
12772,2q6f,5.44
12773,2wr8,5.44
12774,3ggc,5.44
12775,3gs7,5.44
12776,3lp7,5.44
12777,3p2h,5.44
12778,3pty,5.44
12779,3run,5.44
12780,3u10,5.44
12781,4bdk,5.44
12782,4dju,5.44
12783,4fli,5.44
12784,4j26,5.44
12785,4mgb,5.44
12786,4osf,5.44
12787,4qz1,5.44
12788,4rsp,5.44
12789,4tju,5.44
12790,5ave,5.44
12791,5e3a,5.44
12792,5tbn,5.44
12793,5tp0,5.44
12794,5uxm,5.44
12795,6buu,5.44
12796,6csf,5.44
12797,6d1u,5.44
12798,6fau,5.44
12799,6gnr,5.44
12800,6n3y,5.44
12801,6r1b,5.44
12802,6tl2,5.44
12803,1fq7,5.43
12804,1fw0,5.43
12805,1y98,5.43
12806,2qln,5.43
12807,2qu2,5.43
12808,3ivv,5.43
12809,3k0k,5.43
12810,3k5f,5.43
12811,3ng4,5.43
12812,3qlc,5.43
12813,3s7f,5.43
12814,4b60,5.43
12815,4f5y,5.43
12816,4ofb,5.43
12817,4p2t,5.43
12818,4pnc,5.43
12819,4pox,5.43
12820,4tmp,5.43
12821,4xta,5.43
12822,5e1o,5.43
12823,5ksx,5.43
12824,6a6w,5.43
12825,6afd,5.43
12826,6oag,5.43
12827,6q9y,5.43
12828,1abf,5.42
12829,1gja,5.42
12830,1h9z,5.42
12831,1nu8,5.42
12832,1p28,5.42
12833,1r5n,5.42
12834,1xot,5.42
12835,2a3w,5.42
12836,2qnz,5.42
12837,2vpo,5.42
12838,2wa8,5.42
12839,3l4t,5.42
12840,3ob1,5.42
12841,3qci,5.42
12842,4fev,5.42
12843,4uxj,5.42
12844,5ab1,5.42
12845,5iz9,5.42
12846,5zdg,5.42
12847,6cjh,5.42
12848,6d8v,5.42
12849,6hgg,5.42
12850,6mso,5.42
12851,1dzm,5.41
12852,1u2r,5.41
12853,1xxe,5.41
12854,1y3a,5.41
12855,2aia,5.41
12856,2j47,5.41
12857,2mps,5.41
12858,3arn,5.41
12859,3gqo,5.41
12860,3kai,5.41
12861,3tjh,5.41
12862,4dro,5.41
12863,4drp,5.41
12864,4fgt,5.41
12865,4kmd,5.41
12866,4lwt,5.41
12867,4m3d,5.41
12868,4tun,5.41
12869,4u6z,5.41
12870,4uma,5.41
12871,5a4l,5.41
12872,5cbs,5.41
12873,5etm,5.41
12874,5ey9,5.41
12875,5lt6,5.41
12876,5m7t,5.41
12877,5mqx,5.41
12878,5mym,5.41
12879,5u13,5.41
12880,5u5t,5.41
12881,5xs8,5.41
12882,5yv5,5.41
12883,6aff,5.41
12884,6mil,5.41
12885,6mm2,5.41
12886,1bp0,5.4
12887,1bq3,5.4
12888,1f8b,5.4
12889,1m7i,5.4
12890,1mmr,5.4
12891,1mxu,5.4
12892,1my3,5.4
12893,1nym,5.4
12894,1ow6,5.4
12895,1ow7,5.4
12896,1ow8,5.4
12897,1pz5,5.4
12898,1r9l,5.4
12899,1trd,5.4
12900,1tv6,5.4
12901,1uu9,5.4
12902,1uvs,5.4
12903,1yi3,5.4
12904,2c1p,5.4
12905,2f35,5.4
12906,2g24,5.4
12907,2i80,5.4
12908,2jdm,5.4
12909,2qg2,5.4
12910,2wzz,5.4
12911,3arr,5.4
12912,3b4p,5.4
12913,3gwx,5.4
12914,3ken,5.4
12915,3l6h,5.4
12916,3m57,5.4
12917,3pch,5.4
12918,3pma,5.4
12919,3qcl,5.4
12920,3rk5,5.4
12921,4aph,5.4
12922,4c5d,5.4
12923,4ij1,5.4
12924,4jlh,5.4
12925,4m3p,5.4
12926,4nwd,5.4
12927,4ozj,5.4
12928,4ozn,5.4
12929,4pin,5.4
12930,4rqz,5.4
12931,5anq,5.4
12932,5ep7,5.4
12933,5eqp,5.4
12934,5fjw,5.4
12935,5fns,5.4
12936,5jiq,5.4
12937,5jsj,5.4
12938,5l9o,5.4
12939,5lax,5.4
12940,5lsg,5.4
12941,5m2v,5.4
12942,5mqe,5.4
12943,5o1i,5.4
12944,5yid,5.4
12945,6c3u,5.4
12946,6r1d,5.4
12947,6s43,5.4
12948,1t1r,5.4
12949,6bj2,5.4
12950,1hy7,5.39
12951,1kyn,5.39
12952,1qbv,5.39
12953,1uyi,5.39
12954,2h6b,5.39
12955,2ltx,5.39
12956,2v22,5.39
12957,2xpa,5.39
12958,3.00E+37,5.39
12959,3fc8,5.39
12960,3fzc,5.39
12961,3hkt,5.39
12962,3hxb,5.39
12963,3m1k,5.39
12964,3so6,5.39
12965,3tgs,5.39
12966,4btm,5.39
12967,4cl6,5.39
12968,4ej8,5.39
12969,4hxr,5.39
12970,4hxs,5.39
12971,5chk,5.39
12972,5e1d,5.39
12973,5i83,5.39
12974,5kbi,5.39
12975,5o9r,5.39
12976,6f08,5.39
12977,6ma2,5.39
12978,4z88,5.39
12979,1g3e,5.38
12980,1hs6,5.38
12981,1ke0,5.38
12982,2h2j,5.38
12983,2lty,5.38
12984,2m0o,5.38
12985,2ohu,5.38
12986,2qhd,5.38
12987,2xke,5.38
12988,3.00E+85,5.38
12989,3sw9,5.38
12990,3tif,5.38
12991,3tww,5.38
12992,3ud8,5.38
12993,3zyb,5.38
12994,4ebv,5.38
12995,4f7v,5.38
12996,4hlw,5.38
12997,4kz0,5.38
12998,4qvw,5.38
12999,4umq,5.38
13000,5mek,5.38
13001,6g8m,5.38
13002,6n8y,5.38
13003,1thr,5.38
13004,2vd7,5.38
13005,6baw,5.38
13006,1gpk,5.37
13007,1sgu,5.37
13008,2glm,5.37
13009,2h2d,5.37
13010,2hj4,5.37
13011,2oc1,5.37
13012,3chf,5.37
13013,3lqj,5.37
13014,3qt6,5.37
13015,3wmb,5.37
13016,4dpy,5.37
13017,4du8,5.37
13018,4el5,5.37
13019,4g0k,5.37
13020,4lke,5.37
13021,4lkf,5.37
13022,4oow,5.37
13023,4xc2,5.37
13024,5cdh,5.37
13025,5dpw,5.37
13026,5etn,5.37
13027,5jdi,5.37
13028,5uci,5.37
13029,6aee,5.37
13030,6ap6,5.37
13031,6cb5,5.37
13032,6e5g,5.37
13033,6eyb,5.37
13034,6g15,5.37
13035,6imr,5.37
13036,6n0j,5.37
13037,1adl,5.36
13038,1oy7,5.36
13039,1w6y,5.36
13040,1yvz,5.36
13041,2nng,5.36
13042,2qaf,5.36
13043,2qlj,5.36
13044,2qn3,5.36
13045,3bv9,5.36
13046,3ldq,5.36
13047,3mf5,5.36
13048,3ncq,5.36
13049,3u3z,5.36
13050,4c1d,5.36
13051,4el9,5.36
13052,4hby,5.36
13053,4kod,5.36
13054,4pyq,5.36
13055,4qwi,5.36
13056,5drt,5.36
13057,5eou,5.36
13058,5obr,5.36
13059,5ol3,5.36
13060,5q0l,5.36
13061,5t4e,5.36
13062,6afe,5.36
13063,6chq,5.36
13064,6erv,5.36
13065,6erw,5.36
13066,6fu1,5.36
13067,6gu3,5.36
13068,6m8b,5.36
13069,6p7q,5.36
13070,6uyz,5.36
13071,6cer,5.36
13072,1ql9,5.35
13073,1wb0,5.35
13074,2fxv,5.35
13075,2gqn,5.35
13076,2h13,5.35
13077,2ltz,5.35
13078,2xyu,5.35
13079,3e9b,5.35
13080,3g8e,5.35
13081,3hkn,5.35
13082,3r8i,5.35
13083,3v2x,5.35
13084,4b9h,5.35
13085,4blb,5.35
13086,4ef4,5.35
13087,4ie2,5.35
13088,4k6w,5.35
13089,4k76,5.35
13090,4lkd,5.35
13091,4rcp,5.35
13092,4wgi,5.35
13093,4yef,5.35
13094,4yx9,5.35
13095,5jnn,5.35
13096,5l26,5.35
13097,5llm,5.35
13098,5u11,5.35
13099,6an1,5.35
13100,6ep4,5.35
13101,6of5,5.35
13102,6pgc,5.35
13103,6tld,5.35
13104,2gkl,5.35
13105,3bc4,5.35
13106,4ep2,5.35
13107,1hee,5.34
13108,1jwu,5.34
13109,1zgi,5.34
13110,3atv,5.34
13111,3efs,5.34
13112,3k4q,5.34
13113,3kqt,5.34
13114,3nee,5.34
13115,3nrz,5.34
13116,3qiy,5.34
13117,3v3v,5.34
13118,3vb5,5.34
13119,3vv7,5.34
13120,3zyr,5.34
13121,4j06,5.34
13122,4mg5,5.34
13123,4o78,5.34
13124,4wrq,5.34
13125,5o9y,5.34
13126,5u14,5.34
13127,5wp5,5.34
13128,5yr6,5.34
13129,6ap7,5.34
13130,6cd4,5.34
13131,1aqc,5.34
13132,1k06,5.34
13133,1k08,5.34
13134,2qnb,5.34
13135,3hkq,5.34
13136,5l4m,5.34
13137,2c80,5.33
13138,2n14,5.33
13139,3arx,5.33
13140,3gjq,5.33
13141,3hxe,5.33
13142,3ozs,5.33
13143,3q1x,5.33
13144,3rzi,5.33
13145,3wi6,5.33
13146,4b3u,5.33
13147,4giu,5.33
13148,4mcd,5.33
13149,4mep,5.33
13150,4xy9,5.33
13151,5cqx,5.33
13152,5n8e,5.33
13153,5nf9,5.33
13154,5nhz,5.33
13155,5q12,5.33
13156,5zh5,5.33
13157,6eb1,5.33
13158,6fav,5.33
13159,6u6w,5.33
13160,1al8,5.32
13161,1lvu,5.32
13162,1mqj,5.32
13163,1oim,5.32
13164,1y20,5.32
13165,2f6z,5.32
13166,2w9r,5.32
13167,3rpy,5.32
13168,3sqq,5.32
13169,3uig,5.32
13170,3v3m,5.32
13171,4h2j,5.32
13172,4hbw,5.32
13173,4ipi,5.32
13174,4m7y,5.32
13175,4qag,5.32
13176,4us3,5.32
13177,4us4,5.32
13178,4xjr,5.32
13179,4yb6,5.32
13180,5ayy,5.32
13181,5g1z,5.32
13182,5mlo,5.32
13183,5n17,5.32
13184,5t4u,5.32
13185,6h1u,5.32
13186,6qmu,5.32
13187,3tv5,5.32
13188,5ks7,5.32
13189,1hk4,5.31
13190,1mfd,5.31
13191,3fcb,5.31
13192,3m53,5.31
13193,3v2o,5.31
13194,4m3f,5.31
13195,4mzk,5.31
13196,4u1b,5.31
13197,4wvt,5.31
13198,4x6k,5.31
13199,5d0j,5.31
13200,5eij,5.31
13201,5j47,5.31
13202,5km0,5.31
13203,5n2z,5.31
13204,6ezi,5.31
13205,1a69,5.3
13206,1di9,5.3
13207,1g9a,5.3
13208,1g9b,5.3
13209,1g9c,5.3
13210,1g9d,5.3
13211,1h6h,5.3
13212,1jg0,5.3
13213,1o0f,5.3
13214,1p4u,5.3
13215,1pdq,5.3
13216,1pr1,5.3
13217,1srg,5.3
13218,1v2h,5.3
13219,1vyq,5.3
13220,1w0x,5.3
13221,1xbb,5.3
13222,1yxd,5.3
13223,2fsa,5.3
13224,2gph,5.3
13225,2o1v,5.3
13226,2oyk,5.3
13227,2q7q,5.3
13228,2vj1,5.3
13229,2vk6,5.3
13230,2ww0,5.3
13231,2zxb,5.3
13232,3b9s,5.3
13233,3btr,5.3
13234,3ckr,5.3
13235,3cpc,5.3
13236,3ebb,5.3
13237,3elj,5.3
13238,3eql,5.3
13239,3gpo,5.3
13240,3hs8,5.3
13241,3jzf,5.3
13242,3jzi,5.3
13243,3p8h,5.3
13244,3p9l,5.3
13245,3pgl,5.3
13246,3ppo,5.3
13247,3q2a,5.3
13248,3r8u,5.3
13249,3ri1,5.3
13250,3upv,5.3
13251,4dhu,5.3
13252,4dx9,5.3
13253,4e5i,5.3
13254,4emt,5.3
13255,4jvi,5.3
13256,4mic,5.3
13257,4o55,5.3
13258,4ob0,5.3
13259,4wi1,5.3
13260,4x1q,5.3
13261,4xsy,5.3
13262,4xue,5.3
13263,4z0e,5.3
13264,5a85,5.3
13265,5ajp,5.3
13266,5bwb,5.3
13267,5dah,5.3
13268,5eyr,5.3
13269,5icz,5.3
13270,5n16,5.3
13271,5vnb,5.3
13272,5w19,5.3
13273,5x9o,5.3
13274,5yji,5.3
13275,6d2o,5.3
13276,6fvn,5.3
13277,6ml9,5.3
13278,6qha,5.3
13279,6r1w,5.3
13280,2ke1,5.3
13281,2m3o,5.3
13282,4nuf,5.3
13283,4oem,5.3
13284,4z0d,5.3
13285,5v3r,5.3
13286,1c88,5.29
13287,1wum,5.29
13288,2xzw,5.29
13289,3che,5.29
13290,3pcu,5.29
13291,4fll,5.29
13292,4mhs,5.29
13293,4u0g,5.29
13294,4wy1,5.29
13295,5hrv,5.29
13296,5hrx,5.29
13297,5y59,5.29
13298,5yls,5.29
13299,6p5w,5.29
13300,2wc4,5.29
13301,1b46,5.28
13302,1ckb,5.28
13303,1f5l,5.28
13304,1kfy,5.28
13305,1s5q,5.28
13306,2uw4,5.28
13307,2vip,5.28
13308,2x2l,5.28
13309,2yjq,5.28
13310,3coj,5.28
13311,3hxc,5.28
13312,3o5x,5.28
13313,3t4h,5.28
13314,3zmh,5.28
13315,4.00E+70,5.28
13316,4gxl,5.28
13317,4j46,5.28
13318,4n9b,5.28
13319,5e0m,5.28
13320,5ect,5.28
13321,5faq,5.28
13322,5g5f,5.28
13323,5ief,5.28
13324,5urj,5.28
13325,5urm,5.28
13326,5vqq,5.28
13327,5xpi,5.28
13328,6ajy,5.28
13329,6ei4,5.28
13330,6g0w,5.28
13331,1qca,5.27
13332,2az5,5.27
13333,2lsv,5.27
13334,2x7u,5.27
13335,3bmo,5.27
13336,3chp,5.27
13337,3sz9,5.27
13338,3tkw,5.27
13339,3zrc,5.27
13340,4jfs,5.27
13341,4pl4,5.27
13342,4r6w,5.27
13343,4r6x,5.27
13344,4yzm,5.27
13345,4zx6,5.27
13346,5hwu,5.27
13347,5ir1,5.27
13348,5ltn,5.27
13349,5mxo,5.27
13350,5v5d,5.27
13351,6cj1,5.27
13352,3g2u,5.27
13353,1v0o,5.26
13354,1w4q,5.26
13355,2brn,5.26
13356,2oz6,5.26
13357,2qft,5.26
13358,2vcb,5.26
13359,3n9s,5.26
13360,3sb0,5.26
13361,3twx,5.26
13362,4jaj,5.26
13363,4l1u,5.26
13364,4omj,5.26
13365,4qz5,5.26
13366,4r5x,5.26
13367,5a7i,5.26
13368,5akz,5.26
13369,5c7c,5.26
13370,5gs9,5.26
13371,5iq6,5.26
13372,5kxc,5.26
13373,5vlk,5.26
13374,6bcr,5.26
13375,6fdp,5.26
13376,6m8a,5.26
